20601	1877 Cases
20602	2060 Cases
20603	2180 Cases
20604	30 Cases
20606	12 Cases
20607	892 Cases
20608	40 Cases
20609	46 Cases
20611	63 Cases
20612	13 Cases
20613	1155 Cases
20615	20 Cases
20616	521 Cases
20617	52 Cases
20618	41 Cases
20619	657 Cases
20620	100 Cases
20621	49 Cases
20622	472 Cases
20623	194 Cases
20624	83 Cases
20625	38 Cases
20626	12 Cases
20628	22 Cases
20630	42 Cases
20632	38 Cases
20634	413 Cases
20636	534 Cases
20637	304 Cases
20639	648 Cases
20640	688 Cases
20645	51 Cases
20646	1207 Cases
20650	744 Cases
20653	1389 Cases
20656	35 Cases
20657	916 Cases
20658	61 Cases
20659	1207 Cases
20662	160 Cases
20664	144 Cases
20667	13 Cases
20670	55 Cases
20674	28 Cases
20675	103 Cases
20676	103 Cases
20677	136 Cases
20678	625 Cases
20680	22 Cases
20684	48 Cases
20685	267 Cases
20687	18 Cases
20688	109 Cases
20689	89 Cases
20690	25 Cases
20692	49 Cases
20693	61 Cases
20695	890 Cases
20701	36 Cases
20703	20 Cases
20704	19 Cases
20705	3071 Cases
20706	4971 Cases
20707	3466 Cases
20708	2582 Cases
20710	1005 Cases
20711	550 Cases
20712	774 Cases
20714	207 Cases
20715	1622 Cases
20716	1613 Cases
20718	11 Cases
20720	1877 Cases
20721	2274 Cases
20722	737 Cases
20723	2393 Cases
20724	1646 Cases
20725	13 Cases
20732	456 Cases
20733	164 Cases
20735	3510 Cases
20736	439 Cases
20737	2762 Cases
20740	2496 Cases
20741	13 Cases
20742	524 Cases
20743	3617 Cases
20744	4504 Cases
20745	2858 Cases
20746	2568 Cases
20747	3603 Cases
20748	3415 Cases
20751	124 Cases
20754	365 Cases
20755	424 Cases
20757	17 Cases
20758	41 Cases
20759	316 Cases
20762	149 Cases
20763	247 Cases
20764	219 Cases
20765	34 Cases
20769	572 Cases
20770	2042 Cases
20772	3748 Cases
20773	15 Cases
20774	3885 Cases
20776	184 Cases
20777	177 Cases
20778	104 Cases
20779	64 Cases
20781	1320 Cases
20782	3758 Cases
20783	5437 Cases
20784	3912 Cases
20785	4008 Cases
20787	20 Cases
20788	8 Cases
20794	1979 Cases
20812	13 Cases
20814	1230 Cases
20815	1178 Cases
20816	518 Cases
20817	1377 Cases
20818	47 Cases
20832	1263 Cases
20833	405 Cases
20837	275 Cases
20839	12 Cases
20841	409 Cases
20842	86 Cases
20847	42 Cases
20848	13 Cases
20850	2931 Cases
20851	1144 Cases
20852	2420 Cases
20853	2369 Cases
20854	1917 Cases
20855	855 Cases
20860	197 Cases
20861	150 Cases
20862	19 Cases
20866	1284 Cases
20868	68 Cases
20871	1337 Cases
20872	868 Cases
20874	4324 Cases
20875	26 Cases
20876	1880 Cases
20877	3998 Cases
20878	3167 Cases
20879	2310 Cases
20882	750 Cases
20886	3150 Cases
20889	51 Cases
20892	63 Cases
